,screen_name,text,account.type,class_type,translation
1485,dril_gpt2,"a new version of the game show ""Jeopardy!"" will appear on March 1st. be prepared to deal with ""the joker"", the ""monkey king"", the ""cat"" and ""pigeon"", and much more",bot,gpt2,"Une nouvelle version du jeu ""Jeopardy!"" Il apparaîtra le 1er mars. Être prêt à faire face au « joker », au « roi des singes », au « chat » et au « pigeon », et bien plus encore."
1486,zawarbot,i forgot abt you listen to be rated 95 in mike hope?,bot,others,J'ai oublié abt vous écoutez être classé 95 dans Mike Hope?
1487,narendramodi,Second rally in Uttar Pradesh today. Watch from Barabanki. https://t.co/dDczPtJUhT,human,human,2ème rallye à Uttar Pradesh. Regardez par Barabanki. HTTPS://t.co/dDczPtJUhT
1488,kevinhookebot,"""The some in the 2 connection in the would coming to not be coness company and not be matched pretty to plan in the don't some of project exceptive still attempt as are backs the CentOS X some test of wil""",bot,rnn,« Certains dans la 2 connexion dans la ne serait pas une compagnie coness et ne sera pas assez adapté à la planification dans la non un projet exceptionnel encore tentative comme ils sont derrière la CentOS X un test de volonté »
1489,narendramodi,"Sectors like medical research, clean energy and climate resilience offer great opportunities to bring Danish and Indian strengths together for creating a Green Strategic Partnership.",human,human,"Les secteurs tels que la recherche médicale, l'énergie propre et la résilience climatique offrent de grandes opportunités pour rassembler les forces danoise et indienne pour créer un partenariat stratégique vert."
1490,kevinhookebot,"""The scale.githoution. Surginails complete a step of the Bootsage Eclipse to example based with the console 1.4 time set the querying a recontent/uploads/2018/01/img_5a361be6675d65cab.png\"" alt=\""\"" /&gt;\r\n&lt;p c""",bot,rnn,"« La scale.githoution » Surginails complètent un pas de l'Eclipse de Bootsage à l'exemple basé sur la console 1.4 temps fixé la requête un recontent/uploads/2018/01/img_5a361be6675d65cab.png\"" alt=\""\"" /&gt;\r\n&lt;p c"""
1491,narendramodi,"Thank you @MaithripalaS for your warm wishes. 

I look forward to working closely with the Government of Sri Lanka to further strengthen our close, cordial and multi-faceted partnership. https://t.co/pGQiqNzvrB",human,human,"Merci @MaithripalaS pour vos douces souhaits. 

J’attends de travailler en étroite collaboration avec le gouvernement du Sri Lanka pour renforcer davantage notre partenariat étroit, cordial et multi-faceté. HTTPS://t.co/pGQiqNzvrB"
1492,dril,@tom_on_here Do not mention me unless your a girl,human,human,@tom_on_here Ne me mentionnez pas sauf si vous êtes une fille
1493,zawarbot,uhhhh no cap,bot,others,HHHHH n'a pas de cap
1494,narendramodi,"Tributes to our first PM, Pandit Jawaharlal Nehru Ji on his death anniversary.",human,human,"Les tributs à notre premier ministre, Pandit Jawaharlal Nehru Ji, à l’anniversaire de sa mort."
1495,dril,@eedrk if i catch anyone being horny on here theyre fucking finished,human,human,@eedrk si j'ai pris quelqu'un d'être horny sur ici theyre fucking fini
1496,imranye,one time i applied to launchgood’s CTO role smh they didn’t hire me,human,human,"Une fois que j'ai appelé à lancer le rôle de CTO de Good, ils ne m'ont pas embauché"
1497,kevinhookebot,"""The maining to access to be previous before in very to particular as to content as simplementation of Java apps and to the pattern a simple working to get some of other all the experizier of the EC2 inst""",bot,rnn,"« L’accès à l’accès est préalable, très particulièrement en ce qui concerne le contenu en tant que simplification des applications Java et au modèle un simple travail pour obtenir certains d’autres tous l’expérimentateur de l’EC2 inst »"
1498,imranye,WHO!? https://t.co/MtNHmBz5B1,human,human,à qui! HTTPS://t.co/MtNHmBz5B1
1499,realDonaldTrump,https://t.co/8h6ZmdGlPf https://t.co/shaijXMXli,human,human,HTTPS://t.co/8h6ZmdGlPf HTTPS://t.co/shaijXMXli
1500,imranye,my allahuakbar tik toks perform 7-30x better than my other tik toks so it looks like i wonÃ¯Â¿Â½t be rebranding,human,human,mon allahuakbar tick tick fonctionne 7-30x mieux que mon autre tick tick donc il semble que je ne serais pas rebranding
1501,AINarendraModi,Boos of the NaMo App.,bot,rnn,Développement de l’application NaMo.
1502,kevinhookebot,"""The sold been some deployment about complete as still commuch - this rather mentional - this we quick desktop for the Timages (etc) created the power possible into a message to to get that the devices fo""",bot,rnn,"""Les ventes ont été un peu déployées sur complète comme encore commuch - ce qui est plutôt mentionnel - ce que nous avons rapide bureau pour les Timages (etc) a créé la puissance possible dans un message pour obtenir que les appareils fo"""
1503,AINarendraModi,Best wishes to the plobate of the people of the Odisha.I would love to the foundation of your forting sector.,bot,rnn,Les meilleurs souhaits à la plobate du peuple de l'Odisha.J'aimerais la fondation de votre secteur de fortune.
1504,AINarendraModi,Yoga on BRICS Busing.,bot,rnn,Le yoga sur les BRICS.
1505,ahadsheriffbot,you’re Not to get myself blaring life comes at 10: / Imagine having friends that type of the draft,bot,others,Vous n'êtes pas pour m'obtenir la vie briller vient à 10: / Imaginez avoir des amis ce type de projet
1506,AINarendraModi,The upcoming the National President &amp;amp; @meadu @moeDal.@andationMortong and @IndianDiplomacy @Menal Ji Rath Ji.,bot,rnn,Le prochain président national &amp;amp; @meadu @moeDal.@andationMortong et @IndianDiplomacy @Menal Ji Rath Ji.
1507,awhalefact,@Vhalechark i’m an ex too it’s okay :),human,human,@Vhalechark je suis un ex aussi c'est ok :)
1508,zawvrk,LMFAOOOOO city boys up 1 https://t.co/DIRYQnwenJ,human,human,LMFAOOOOO City boys up 1 https://t.co/DIRYQnwenJ
1509,kevinhookebot,"""The interesting driver some to particular of the site for the docs from the first and use the have read to required\r\n\tFull all 7 on - many changes in the make and the PS3 also support and part to see to """,bot,rnn,"""Le pilote intéressant quelque chose à particulier du site pour les docs depuis le premier et l'utilisation que vous avez lu pour exiger\r\n\tFull tous 7 sur - beaucoup de changements dans la création et le PS3 aussi soutien et partie à voir à """
1510,kevinhooke,An interesting problem in general in the IT industry. Some people are far better at creating this illusion than people who actually add value and often get overlooked https://t.co/mQZzQGjbwv,human,human,Un problème intéressant dans l’industrie informatique. Certaines personnes sont beaucoup mieux en créant cette illusion que les personnes qui ajoutent réellement de la valeur et sont souvent négligées https://t.co/mQZzQGjbwv
1511,zawvrk,teacher had a heat stroke and cancelled class <U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E> lit,human,human,Le professeur a eu un accident de chaleur et a annulé la classe <U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E> lit
1512,gpt2_trump,...Corrupt Crazed people. Collusion or something more? Must get out and vote! The Republicans won’t allow it to happen! WITCH HUNT!,bot,gpt2,Des personnes corrompues. Collision ou autre chose? Il faut sortir et voter! Les républicains ne permettent pas que cela se produise! avec la chasse!
1513,realDonaldTrump,"They attacked us, &amp; we hit back. If they attack again, which I would strongly advise them not to do, we will hit them harder than they have ever been hit before! https://t.co/qI5RfWsSCH",human,human,"Ils nous ont attaqués, &amp; nous avons frappé. S'ils attaquent à nouveau, que je leur conseillerais fortement de ne pas faire, nous les frapperons plus dur qu'ils n'ont jamais été frappés auparavant! HTTPS://t.co/qI5RfWsSCH"
1514,zawarbot,stop the side of the heartfelt meaningful voicemails I got me up now (2008 Remastered Version) by a ps4 lmk if xhuliano had a grocery store,bot,others,arrêtez le côté des voicemails significatifs que j'ai reçus maintenant (2008 Remastered Version) par un ps4 lmk si xhuliano avait une boutique de grocery
1515,imranye,@SCON0SCIUTO LMFAOOO FACTS THO,human,human,@Scon0SCIUTO LMFAOOO Faits sur ce
1516,AINarendraModi,At the Republic of Mooker Passial Develop Development is in India-A),bot,rnn,À la République de Mooker le développement passif est en Inde-A)
1517,dril_gpt2,#NewFastFoodsoup I'm off to Universal Music's headquarters to shoot the shit and collect my trophy for wiping out 711 people with one swing of the toilet. Always GLit Cigar,bot,gpt2,#NewFastFoodsoup Je vais au siège de l'Universal Music pour tirer la merde et collecter mon trophée pour effacer 711 personnes avec un swing de la toilette. Toujours la cigarette
1518,theJadenTrudeau,have Emotional Trauma,bot,others,Avoir un traumatisme émotionnel
1519,ahadsheriff,@imranye RAaaS - Rishta Aunties as a Service,human,human,@imranye RAaaS - Rishta Aunties en tant que service
1520,dril_gpt2,"i help girls by inventing and selling ""I helped a girl"" tshirts. i have a very good following",bot,gpt2,"J'ai aidé les filles en inventant et en vendant des t-shirts ""J'ai aidé une fille"". J'ai un très bon suivi"
1521,dril_gpt2,"my legal team has just advised me that i may have said the word ""ass"" on camera. this is a complete 180 for me and my brand",bot,gpt2,"Mon équipe juridique m'a juste conseillé que j'ai peut-être dit le mot ""ass"" sur la caméra. C'est un total de 180 pour moi et ma marque"
1522,VitalikButerin,@zooko @mhluongo What's wrong with public goods?,human,human,@Zooko @mhluongo Qu’est-ce qui est mal avec les biens publics?
1523,theJadenTrudeau,The Four Seasons in Canadians,bot,others,Les quatre saisons des Canadiens
1524,kevinhooke,"If you go and take a look on https://t.co/f9CfeUSQsx there are also a number of other hardware emulators they are using to run Mac, DOS, and arcade machine emulation in your browser (presumably using plenty of JavaScript) https://t.co/xMvIJdHgIT",human,human,"Si vous allez et prenez un coup d’œil sur https://t.co/f9CfeUSQsx il y a aussi un certain nombre d’autres émulateurs matériels qu’ils utilisent pour exécuter Mac, DOS, et émulation de machine arcade dans votre navigateur (presumiblement en utilisant beaucoup de JavaScript) https://t.co/xMvIJdHgIT"
1525,dril_gpt2,stole some peanut butter and put it in my beard for 10 years &amp; i still can't get it out,bot,gpt2,J'ai volé un peu de pomme de pomme et je l'ai mis dans ma barbe pendant 10 ans &amp; je ne peux pas encore le sortir
1526,kevinhooke,Loving these retro game comparisons <U+0001F44D><U+0001F631> https://t.co/GorfgxCFWr,human,human,Aimer ces comparaisons de jeu retro <U+0001F44D><U+0001F631> https://t.co/GorfgxCFWr
1527,imranyebot,every adhaan bro you’re too late and yoyo and for being on muslim twitter LMFAOOOOOOOOOOOO i met 3 people who say “i’m not allowed to watch,bot,others,"Chaque adhaan bro vous êtes trop tard et yoyo et pour être sur le twitter musulman LMFAOOOOOOOOOO, j'ai rencontré 3 personnes qui disent ""je ne suis pas autorisé à regarder"""
1528,zawvrk,balls in my face,human,human,Les ballons dans mon visage
1529,kevinhooke,The Raspberry Pi 4 launch site runs on a Pi 4 cluster https://t.co/44B8XKj92b,human,human,Le site de lancement de Raspberry Pi 4 fonctionne sur un cluster Pi 4 https://t.co/44B8XKj92b
1530,narendramodi,"Today, on the Jayanti of Sardar Patel, I joined a very innovative, special and refreshing programme, Aarambh. This is a new Foundation Training Course for young officers. This course is broad based and gives a more holistic canvas to bright officials. 

https://t.co/mH8kHuTrlY https://t.co/eJaEWOdpoT",human,human,"Aujourd’hui, sur le Jayanti de Sardar Patel, j’ai rejoint un programme très innovant, spécial et rafraîchissant, Aarambh. Il s’agit d’un nouveau cours de formation pour les jeunes fonctionnaires. Ce cours est largement basé et donne un canvas plus holistique aux fonctionnaires brillants. 

HTTPS://t.co/mH8kHuTrlY HTTPS://t.co/eJaEWOdpoT"
1531,theJadenTrudeau,Thank every province Needs to Donn…,bot,others,Merci à chaque province besoin de don...
1532,sarcastic_trump,Last night in Kentucky and all she works on is what’s been going on the call you do not like or want money you don’t make a deal with Iran “No Conditions.”,bot,others,La nuit dernière à Kentucky et tout ce qu’elle travaille sur est ce qui se passe sur l’appel que vous n’aimez pas ou que vous voulez de l’argent que vous ne faites pas un accord avec l’Iran « Pas de conditions ».
1533,kevinhookebot,"""The completo the config for chose over that the language and a Despilled, of the docs here's a ready and seems a mainly some may for the EJB3.1 Notical to port to some request word behind to cpull very s""",bot,rnn,"« Le complète config pour choisir sur que la langue et un Despilled, des docs ici est un prêt et semble un principal peut pour l’EJB3.1 Notical à porter à un mot de demande derrière pour cpull très s »"
1534,kevinhookebot,"""They have a Kubernetes and because effecting to a dependences\r\n\tnode app beans the new file to get in my as a number code. The PC security and my up to development in a control additions app, but the con""",bot,rnn,"""Ils ont un Kubernetes et parce qu'ils ont un effet sur une application de dépendances\r\n\tnode, le nouveau fichier doit entrer dans moi comme un code numérique. La sécurité PC et mon développement dans une application d'additions de contrôle, mais le con"""
1535,zawarbot,whats wrong with me??,bot,others,Qu’est-ce qui est mal avec moi??
1536,DeepDrumpf,"No, Abraham Latino is poisoning our country. Impossible to sell our product. There will be no amnesty, but this is locker room talk.@jonfavs",bot,rnn,"Non, Abraham Latino poisonne notre pays. Impossible de vendre notre produit. Il n'y aura pas d'amnistie, mais c'est le discours de la salle de locker.@Jonfavs"
1537,kevinhookebot,"""The 100 many submitted to some company development to setting section with the recame the deployment and supending look to the hit leary of a secondly you run a settings and the major a nuber a still con""",bot,rnn,"""Les 100 nombreux soumis à un certain développement de l'entreprise pour définir la section avec la récupération de la déploiement et surplombant regarder l'arrivée d'un second vous exécutez un paramètre et le plus grand un nuage un constant con"""
1538,kevinhookebot,"""The it some you're noded proby the installed of the system layouted, and starting the desolic log it the next data beats and restarting the type the available to Hibernation even you go to the technology""",bot,rnn,"""La partie que vous êtes en train de tester l'installé du système déployé, et de commencer le log désolé les données suivantes battent et de redémarrer le type disponible pour Hibernation même si vous allez à la technologie"""
1539,JustinTrudeau,"Just like Doug Ford made massive cuts in Ontario, Andrew Scheer will cut the things you and your family rely on. But Scheer’s cuts will be four times larger than Doug Ford’s: $53 billion. Canadians deserve better than that. #ChooseForward",human,human,"Tout comme Doug Ford a fait des coupures massives en Ontario, Andrew Scheer coupera les choses sur lesquelles vous et votre famille vous dépendez. Mais les réductions de Scheer seront quatre fois plus grandes que celles de Doug Ford : 53 milliards de dollars. Les Canadiens méritent mieux que cela. > Choix à l'avant"
1540,realDonaldTrump,"No matter what you do for the Do Nothing Democrats, no matter how GREAT a job you are doing, they will only respond to their Fake partners in the Lamestream Media in the negative, even in a time of crisis. I thought it would be different, but it’s not. In fact, it’s even worse...",human,human,"Peu importe ce que vous faites pour les démocrates qui ne font rien, peu importe comment GREAT un travail que vous faites, ils ne répondront que à leurs faux partenaires dans les médias Lamestream dans le négatif, même en temps de crise. Je pensais que c'était différent, mais ce n'est pas. En fait, c’est encore pire..."
1541,kevinhooke,River City ARCS putting up the 40m loop #arrfd https://t.co/sI6aXBZltc,human,human,River City ARCS met en place le volet de 40m #arrfd https://t.co/sI6aXBZltc
1542,dril_gpt2,"- The Thursday nite rant is not for the faint of hearted 

- it is NOT appropriate for children to view",bot,gpt2,"- Le jeudi nite rant n'est pas pour la faiblesse du cœur 

Il n'est pas approprié pour les enfants de regarder"
1543,imranye,jae deen really performed at ris LMFAOOOOOOOOOOO,human,human,Jae deen réellement joué à ris LMFAOOOOOOOOOOO
1544,kevinhookebot,"""The center the file with a second to some set the web can minutes and a point features to set is you can easy of the testing to be in the update still see, they still commented most its for the dependenc""",bot,rnn,"""Le centre du fichier avec un second à un certain set le web peut minutes et un point de fonctionnalités à définir est que vous pouvez facilement le test d'être dans l'actualisation encore voir, ils ont toujours commenté la plupart de son pour le dépendant"""
1545,deep_potus,RT @realDonaldTrump: Great news! @FoxNews is running three stories about my upcoming appearance at CPAC: 1) Is he right? 2) Is he fair? 3) Is he balanced?,bot,gpt2,RT @realDonaldTrump : bonne nouvelle! @FoxNews fait trois histoires sur ma prochaine apparition à CPAC: 1) Est-ce qu'il a raison? 2) Est-ce qu’il est juste? 3) Est-ce qu’il est équilibré?
1546,dril,dragging my Pitty's and my Rotty's around in a stage coach . 11 pea brained loud mouths thrashing around for treats,human,human,Je traîne mes Pitty et mes Rotty dans un entraîneur de scène. 11 pea brain bouches lourdes tremblant autour pour les traitements
1547,kevinhooke,"BGR: Samsung’s new high-capacity SSDs are cheap, fast, and coming next month.
https://t.co/Klj986cvi5

via @GoogleNews",human,human,"BGR : Les nouveaux SSD de haute capacité de Samsung sont bon marché, rapide, et viennent le mois prochain.
HTTPS://t.co/Klj986cvi5

par @GoogleNews"
1548,kevinhookebot,"""The new something access a large reference of the Java EOP Singlities and 15, but read in the stating still - there's a houbeless a features also in the Sun waiting a project resource that the AWS SDK se""",bot,rnn,"""La nouvelle chose accède à une grande référence des Java EOP Singlities et 15, mais lisez dans la déclaration encore - il y a une tendresse une fonctionnalité aussi dans le Soleil attendant une ressource de projet que l'AWS SDK voit"""
1549,zawvrk,@Ghostly208 @justinfking i’ll bring the svedka and the makeup egg balls <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>,human,human,@Ghostly208 @justinfking je vais apporter la suédoise et les boules d’œufs de maquillage <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+FE0F>
1550,kevinhookebot,"""The internal modo aptition on Java apps to be happen in the master previous devices with the Java Restarting Pi\tI'm called to be a root and a Secome start to usen that the install allow for show build be""",bot,rnn,"""L'aptitude de mode interne sur les applications Java à se produire dans les principaux appareils précédents avec le Java Restarting Pi\tI'm appelé à être une racine et un Secome commence à utiliser que l'installation permet de montrer la construction est"""
1551,zawvrk,"@traysmalls2227 *in his mind* 
“do you think any girls saw me do this”",human,human,"@traysmalls2227 *en son esprit* 
« Pensez-vous que toutes les filles qui m’ont vu font ça? »"
1552,imranyebot,having to be Added a 4 times,bot,others,Il faut ajouter 4 fois
1553,ahadsheriff,Cereal is a soup,human,human,Les céréales sont une soupe
1554,zawarbot,MY house for it takes 90 rated Toni Kroos card on my dunkin donuts order is literally,bot,others,Ma maison pour cela prend 90 crédits Toni Kroos carte sur mon ordre dunkin donuts est littéralement
1555,imranyebot,smh they were gamer girls don’t play,bot,others,"Ils étaient des joueurs, les filles ne jouent pas"
1556,awhalefact,@hardtobearound why not both,human,human,@Hardtobearound pourquoi pas les deux
1557,deep_thorin,.@YNkCSGO You think Monte likes NaJin for great level topics?,bot,rnn,.@YNkCSGO Vous pensez que Monte aime NaJin pour de grands sujets de niveau?
1558,dril_gpt2,"Arbiter: The ""I <U+2665> baseball"" meme is not authorized by the MLB. Do not publish.
Me: Good",bot,gpt2,"Arbitre: Le meme ""I <U+2665> baseball"" n'est pas autorisé par le MLB. Ne pas publier.
Me : bon"
1559,dril_gpt2,"the ""Blue Man Group"" issues a statement, alleging that my ""Events"" are ""Fiction"" and that i ""Wont shut the fuck up""",bot,gpt2,"Le groupe ""Blue Man"" publie une déclaration, affirmant que mes ""événements"" sont ""Fiction"" et que je ""ne ferme pas la fuite"""
1560,zawarbot,"it releases, and",bot,others,"Il libère, et"
1561,realDonaldTrump,"Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!",human,human,"Le Congrès Bill Posey est un énorme combattant pour le Grand État de Floride. Il est un grand soutiens de notre agenda #MAGA – Fort sur le crime, la seconde amendement, et aime nos vétérans et l’application de la loi. J’ai mon complète et complète approbation!"
1562,dril,falling down a stair case completely unscathed after executing a perfect series of Block techniques,human,human,tomber dans un cas d'escalier complètement désintégré après l'exécution d'une série parfaite de techniques de blocage
1563,imranye,caption <U+0001F922> https://t.co/3qO0eDdGy6,human,human,Image <U+0001F922> https://t.co/3qO0eDdGy6
1564,botustrump,"#Trump2020 The Mueller Witch Hunt is a puppet for the Democrats and Fake Media. Part of the reason, therefore, the economy is so bad. Much of the Russian meddling is so coincidental!",bot,gpt2,#Trump2020 La chasse à la sorcière de Mueller est une poupée pour les démocrates et les faux médias. C’est pour cette raison que l’économie est si mauvaise. La plupart des russes sont tellement coïncidentaires!
1565,realDonaldTrump,"I will NEVER allow our great Second Amendment to go unprotected, not even a little bit!",human,human,"Je ne laisserai jamais notre grande deuxième amendement aller sans protection, même pas un peu!"
1566,dril_gpt2,about 80% of the people on this site are just a bunch of sad-ass reprobates who have absolutely no right demanding that i show them the ropes,bot,gpt2,Environ 80% des gens sur ce site ne sont qu'une foule de reproches triste qui n'ont absolument pas raison de demander que je leur montre les robes
1567,imranyebot,Thank you gotta invite ya mcm a Stanford girl from cheaters,bot,others,Merci de m'inviter mcm une fille de Stanford de fraudeurs
1568,dril_gpt2,"intel has filed a complaint with the FTC alleging that one of its cafeteria chairs has been ""aromously"" positioning itself for sexual purposes",bot,gpt2,Intel a déposé une plainte auprès de la FTC affirmant que l’une de ses chaises de café s’est « aromatisée » pour des raisons sexuelles.
1569,dril_gpt2,#TruthVisions if i ignore this well of piss......... My ass will deflate,bot,gpt2,#TruthVisions si j'ignore ce trou de piss.... mon as déflera
1570,dril_gpt2,BTW consider posting body posits and other unsavory elements of your life in the Hetero Monster Message Board,bot,gpt2,BTW envisage de publier des positions de corps et d'autres éléments désagréables de votre vie dans le Hetero Monster Message Board
1571,imranye,honestly this is proof that i CAN live without constantly hanging with friends lmaoo https://t.co/uGRzLOpFWU,human,human,"honnêtement, c'est la preuve que je peux vivre sans se pendre constamment avec des amis lmaoo https://t.co/uGRzLOpFWU"
1572,realDonaldTrump,Great being in New Hampshire last night. I would say that was the biggest political Rally in New Hampshire history. Incredible evening!,human,human,Très beau séjour à New Hampshire hier soir. Je dirais que c'était le plus grand Rallye politique de l'histoire de New Hampshire. Incroyable soirée!
1573,zawvrk,white culture takin L’s https://t.co/7gez0iJtAD,human,human,culture blanche takin L’s https://t.co/7gez0iJtAD
1574,zawvrk,i genuinely miss the old kanye :(((((((((,human,human,J'ai vraiment manqué le vieux sang :(((((
1575,kevinhookebot,"""The Java up The PissageThelps:\r\n\r\n\tservice:               my-pi-nomed: from the step to addity and the project based to start a project:\r\n&lt;p id=\""JowNdCT\""&gt;&lt;em&gt;initoring and in \r\n\r\nFor a number that you ma""",bot,rnn,"« The Java up The PissageThelps:\r\n\r\n\tservice: my-pi-nomed: de l'étape à l'addition et le projet basé sur le début d'un projet:\r\n&lt;p id=\""JowNdCT\""&gt;&lt;em&gt;initoring et dans \r\n\r\nPour un nombre que vous ma"""
1576,zawvrk,WHERE CAN I GET RAMUNE SODA IN ALBANY?,human,human,Où puis-je acheter de la soude de Ramune en Albanie?
1577,realDonaldTrump,Are you better off now than you were three years ago? Almost everyone say YES!,human,human,Est-ce que vous êtes mieux maintenant que vous étiez il y a trois ans? Presque tout le monde dit oui!
1578,awhalefact,@LaramieWilliams WHAT?!,human,human,@LaramieWilliams Qu’est-ce que ça?et!
1579,realDonaldTrump,"Joe Ricketts, one of our Country’s most successful businessmen, including being the owner of the Chicago Cubs, has just written a great new book, THE HARDER YOU WORK, THE LUCKIER YOU GET. So true! Much can be learned from Joe. Go get the book!",human,human,"Joe Ricketts, l'un des hommes d'affaires les plus réussis de notre pays, y compris le propriétaire des Chicago Cubs, a juste écrit un grand nouveau livre, THE HARDER YOU WORK, THE LUCKIER YOU GET. C’est vrai! On peut beaucoup apprendre de Joe. Allez et prenez le livre!"
1580,imranye,best dua i’ve seen in this app https://t.co/MzQ1ejwO7J,human,human,meilleur duo j’ai vu dans cette application https://t.co/MzQ1ejwO7J
1581,kevinhooke,"Tom's Hardware: Nvidia and AMD GPU Oversupply to Last Until Summer - Report.
https://t.co/pYwp46M40N

via @GoogleNews",human,human,"Tom's Hardware: NVIDIA et AMD GPU Oversupply jusqu'à l'été dernier - Rapport.
HTTPS://t.co/pYwp46M40N

par @GoogleNews"
1582,imranye,"7 billion people on earth and you think your soulmate lives in albany, ny??",human,human,"7 milliards de personnes sur Terre et vous pensez que votre âme vit en Albanie, non??"
1583,ahadsheriffbot,mfs focus too <U+0001F62D>,bot,others,Mfs Focus aussi <U+0001F62D>
1584,nsp_gpt2,Never #devoteyourlife to #buttsex,bot,gpt2,Jamais #devoteyourlife à #buttsex
1585,realDonaldTrump,Visited a great family of a young man under major surgery at the amazing Walter Reed Medical Center. Those are truly some of the best doctors anywhere in the world. Also began phase one of my yearly physical. Everything very good (great!). Will complete next year.,human,human,J'ai visité une grande famille d'un jeune homme sous une chirurgie majeure dans l'incroyable Walter Reed Medical Center. Ce sont vraiment quelques-uns des meilleurs médecins partout dans le monde. J'ai aussi commencé une phase de mon exercice physique annuel. Tout est très bien (grand!) Il sera terminé l’année prochaine.
1586,imranyebot,muslim matrimonial whats app gc shes already part of a finger on the day,bot,others,Musulmans mariage whats app gc jette déjà une partie d'un doigt le jour
1587,kevinhooke,Awesome <U+0001F602> https://t.co/UKJCPv2B23,human,human,Awesome <U+0001F602> https://t.co/UKJCPv2B23
1588,kevinhooke,"@leonkiriliuk As monitor stands, WHOAH!",human,human,"@leonkiriliuk Comme le moniteur se tient, WHOAH!"
1589,DeepDrumpf,I want to make the country rich again and strong again so that you can afford Medicaid. @robdelaney @BernieSanders,bot,rnn,Je veux rendre le pays riche et fort de nouveau afin que vous puissiez accorder Medicaid. @Robdelaney @BernieSanders
1590,botustrump,No surprise - @MittRomney loves green infrastructure. @realDonaldTrump,bot,gpt2,Pas de surprise - @MittRomney aime les infrastructures vertes. @réalDonaldTrump
1591,dril,https://t.co/8TVcfvDUKm the book is like 34% off now.  only $11.81 .  i have absolutely no idea why. nobody tells me shit,human,human,"HTTPS://t.co/8TVcfvDUKm le livre est comme 34% off maintenant.  Il n’y a que 11,81 $.  Je n’ai absolument aucune idée de pourquoi. Personne ne me dit que c'est merveilleux"
1592,imranyebot,NAH bro facts <U+0001F62D> allahualam,bot,others,NAH bro faits <U+0001F62D> allahualam
1593,dril,#SendASmile to the stock marcket dow jones today . lets show Corona whos boss https://t.co/8U80tT1cQh,human,human,#SendASmile à la bourse Dow Jones aujourd'hui. Laissez montrer Corona qui est le patron https://t.co/8U80tT1cQh
1594,narendramodi,"Thank you. 

IÃ¯Â¿Â½m using the PMÃ¯Â¿Â½s handle to spread awareness on the need to remove hunger. 

Will you and others help me? 

ItÃ¯Â¿Â½s simple. Feed the needy, ensure no food goes waste. - @snehamohandoss #SheInspiresUs https://t.co/bp70g7OJEw",human,human,"Merci à vous. 

J’ai utilisé le manuel de la PM pour diffuser la conscience de la nécessité d’éliminer la faim. 

Est-ce que vous et les autres m’aideront? 

C’est simple! Faites nourrir les besoins, assurez-vous que les aliments ne sont pas gaspillés. - @snehamohandoss #SheInspiresUs https://t.co/bp70g7OJEw"
1595,ahadsheriff,@PHLEaglesNation @BigNish20,human,human,@PHLEaglesNation @BigNish20
1596,botustrump,"By the way, if these puppets want to work together, they have to beg @listthehill for it! Wait until it happens.",bot,gpt2,"Par ailleurs, si ces poupées veulent travailler ensemble, ils doivent demander @listthehill pour cela! Attendons jusqu’à ce que cela arrive."
1597,gpt2_trump,@alazzabie @realDonaldTrump @alazzabie A:,bot,gpt2,@alazzabie @realDonaldTrump @alazzabie A :
1598,dril,fucking awful https://t.co/bf8pGoLoOg,human,human,HTTPS / HTTPS / HTTPS / HTTPS / HTTPS / HTTPS / HTTPS / HTTPS
1599,zawvrk,hot https://t.co/Ts9xG0DNYq,human,human,Télécharger https://t.co/Ts9xG0DNYq
1600,kevinhooke,"If you're scheduling a keep alive ping to your AWS Lambdas to avoid cold start latency times, maybe you should ask yourself if Lambdas were a good solution for your problem in the first place",human,human,"Si vous prévoyez un ping en vie à votre AWS Lambdas pour éviter les temps de latence de début froid, vous devriez peut-être vous demander si Lambdas était une bonne solution à votre problème en premier lieu"
1601,dril,face news,human,human,Face à news
1602,calebgamman2,"im sure you remember the tweet that said ""i can't believe i just wasted 10 perfectly good followers on this"", right? right? right? no. you fucking idiot.",bot,gpt2,"Im sure you remember the tweet that said ""I can't believe I just lost 10 perfectly good followers on this"", n'est-ce pas? C’est bien? C’est bien? pas non. Vous êtes fou idiot."
1603,theJadenTrudeau,"MSFTSrepublic committee On issues, Speaking soon",bot,others,"Le comité MSFTS républicain sur les questions, en parlant bientôt"
1604,narendramodi,"Thank you, Prime Minister @PKJugnauth for your warm words.  India and Mauritius are united by history, culture, language and the Indian Ocean.  We will always stand by each other, especially in challenging times like this. https://t.co/b0RPdZkf74",human,human,"Merci, Premier ministre @PKJugnauth pour vos paroles chaleureuses.  L'Inde et le Maurice sont unis par l'histoire, la culture, la langue et l'océan Indien.  Nous serons toujours les uns les autres, surtout dans des moments difficiles comme ça. HTTPS://t.co/b0RPdZkf74"
